Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:02:31,teste,0.0,0.0,0.0,0.0,0.0,0,98
15:02:31,teste,0.0,0.0,0.0,0.0,0.0,0,99
15:02:32,teste,0.0,0.0,0.0,0.0,0.0,0,100
15:02:32,teste,0.0,0.0,0.0,0.0,0.0,0,101
15:02:33,teste,0.0,0.0,0.0,0.0,0.0,0,102
15:02:33,teste,0.0,0.0,0.0,0.0,0.0,0,103
15:02:34,teste,0.0,0.0,0.0,0.0,0.0,0,104
15:02:34,teste,0.0,0.0,0.0,0.0,0.0,0,105
Timestamp,Scenario,Temp,Hum,AccX,AccY,AccZ,Sample
15:02:50,teste,0.0,0.0,0.0,0.0,0.0,0,1
15:02:51,teste,0.0,0.0,0.0,0.0,0.0,0,2
15:02:51,teste,0.0,0.0,0.0,0.0,0.0,0,3
15:02:52,teste,0.0,0.0,0.0,0.0,0.0,0,4
15:02:52,teste,0.0,0.0,0.0,0.0,0.0,0,5
15:02:53,teste,0.0,0.0,0.0,0.0,0.0,0,6
15:02:53,teste,0.0,0.0,0.0,0.0,0.0,0,7
15:02:54,teste,0.0,0.0,0.0,0.0,0.0,0,8
15:02:54,teste,0.0,0.0,0.0,0.0,0.0,0,9
15:02:55,teste,0.0,0.0,0.0,0.0,0.0,0,10
15:02:55,teste,0.0,0.0,0.0,0.0,0.0,0,11
15:02:56,teste,0.0,0.0,0.0,0.0,0.0,0,12
15:02:56,teste,0.0,0.0,0.0,0.0,0.0,0,13
15:02:57,teste,0.0,0.0,0.0,0.0,0.0,0,14
15:02:57,teste,0.0,0.0,0.0,0.0,0.0,0,15
15:02:58,teste,0.0,0.0,0.0,0.0,0.0,0,16
15:02:58,teste,0.0,0.0,0.0,0.0,0.0,0,17
15:02:59,teste,0.0,0.0,0.0,0.0,0.0,0,18
15:03:00,teste,0.0,0.0,105.0,1396.0,3862.0,0,19
15:03:00,teste,0.0,0.0,105.0,1396.0,3862.0,0,20
15:03:01,teste,0.0,0.0,105.0,1396.0,3862.0,0,21
15:03:01,teste,0.0,0.0,105.0,1396.0,3862.0,0,22
15:03:02,teste,0.0,0.0,70.0,1367.0,3875.0,0,23
15:03:02,teste,0.0,0.0,70.0,1367.0,3875.0,0,24
15:03:03,teste,0.0,0.0,70.0,1367.0,3875.0,0,25
15:03:03,teste,0.0,0.0,70.0,1367.0,3875.0,0,26
15:03:04,teste,0.0,0.0,70.0,1367.0,3875.0,0,27
15:03:05,teste,0.0,0.0,70.0,1367.0,3875.0,0,28
15:03:05,teste,0.0,0.0,70.0,1367.0,3875.0,0,29
15:03:06,teste,0.0,0.0,70.0,1367.0,3875.0,0,30
15:03:06,teste,0.0,0.0,70.0,1367.0,3875.0,0,31
15:03:07,teste,0.0,0.0,854.0,2271.0,5164.0,0,32
15:03:07,teste,0.0,0.0,854.0,2271.0,5164.0,0,33
15:03:08,teste,0.0,0.0,854.0,2271.0,5164.0,0,34
15:03:08,teste,0.0,0.0,854.0,2271.0,5164.0,0,35
